Symbol,Previous,Estimate,Reported,Next,Guidance,06-11,06-10,06-09,06-06,06-05,06-04,06-03,06-02,06-01_x,06-01_y,05-31,05-25
DY,2025-05-21,1.66,2.09,2025-08-19,,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
XPEV,2025-05-21,-1.31,-0.7,2025-08-18,,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
YMM,2025-05-21,0.17,0.18,2025-08-19,,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
TD,2025-05-22,1.78,1.97,2025-08-28,,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02
KEYS,2025-05-20,1.65,1.7,2025-08-18,,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
NVDA,2025-05-28,0.93,0.81,2025-08-27,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73
MRVL,2025-05-29,0.61,0.62,2025-08-27,,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.61
CRM,2025-05-28,2.55,2.58,2025-08-26,,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.55
COST,2025-05-29,4.24,4.28,2025-09-25,,5.81,5.81,5.81,5.81,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23
AI,2025-05-28,-0.2,-0.16,2025-09-02,,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.14,-0.14,-0.14,-0.2
ELF,2025-05-28,0.72,0.78,2025-08-06,,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.84,0.84,0.84,0.84,0.72
OKTA,2025-05-27,0.77,0.86,2025-08-26,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.77
DELL,2025-05-29,1.69,1.55,2025-08-28,,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.25,2.25,2.25,2.25,1.69
DKS,2025-05-15,3.21,3.24,2025-09-02,,4.32,4.32,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.38
ESTC,2025-05-29,0.37,0.47,2025-08-29,,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.37
PDD,2025-05-27,18.51,11.41,2025-08-25,,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,18.96
FL,2025-05-29,,,2025-08-26,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11
SKY,2025-05-27,0.77,0.65,2025-08-04,,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.77
BOX,2025-05-27,0.26,0.3,2025-08-25,,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.26
NTNX,2025-05-28,0.38,0.42,2025-08-26,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.38
AZO,2025-05-27,37.11,35.36,2025-09-22,,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01
HSAI,2025-05-26,-0.13,0.06,2025-08-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13
ZS,2025-05-29,0.75,0.84,2025-09-01,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.76
CGC,2025-05-30,-0.51,-1.47,2025-08-07,,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.1,-0.1,-0.1,-0.2
EH,2025-05-26,-1.06,-0.42,2025-08-20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2025-05-28,0.02,0.02,2025-08-25,,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.24
VEEV,2025-05-28,1.74,1.97,2025-08-26,,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.74
GAP,2025-05-29,0.45,0.51,2025-08-27,,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.45
API,2025-05-27,,,2025-08-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPV,2025-05-27,,,2025-08-12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNS,2025-05-27,1.56,1.52,2025-08-26,,1.72,1.72,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.57
AEO,2025-05-29,-0.21,-0.29,2025-08-27,,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,-0.22
A,2025-05-28,1.26,1.31,2025-08-19,,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.26
ULTA,2025-05-29,5.81,6.72,2025-08-27,,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.91,4.91,4.91,5.8
ANF,2025-05-28,1.39,1.59,2025-08-26,,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.34
AMBA,2025-05-29,0.02,0.07,2025-08-25,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04
SMTC,2025-05-27,0.37,0.38,2025-08-25,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.37
SQM,2025-05-28,0.64,0.48,2025-08-19,,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61
PSTG,2025-05-28,,,2025-08-26,,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.25
M,2025-05-28,0.14,0.16,2025-08-19,,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.15
BBY,2025-05-29,1.09,1.15,2025-08-27,,1.22,1.22,1.22,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.09
SCVL,2025-05-30,0.3,0.34,2025-09-03,,0.62,0.62,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.61,0.3
SNPS,2025-05-28,3.39,3.67,2025-08-19,,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.4
CMCO,2025-05-28,0.58,0.6,2025-07-29,,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.58
KC,2025-05-28,-0.47,-0.77,2025-08-18,,-0.84,-0.84,-0.84,-0.84,-0.87,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.47
HPQ,2025-05-28,0.8,0.71,2025-08-26,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8
CAL,2025-05-29,0.37,0.22,2025-09-10,,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.37
HRL,2025-05-29,0.34,0.35,2025-09-02,,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.34
GLNG,2025-05-27,0.19,0.18,2025-08-13,,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.17
PHR,2025-05-28,-0.12,-0.07,2025-09-02,,0.19,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.16
NTAP,2025-05-29,1.9,1.93,2025-08-27,,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.9
PATH,2025-05-29,0.1,0.11,2025-09-03,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1
UHAL,2025-05-28,-0.17,-0.46,2025-08-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26
BLRX,2025-05-27,,,2025-08-15,,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-1.06
